ticket_id,product,feature,issue_description,resolution_status
51557770,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Unresolved
30358504,Smartwatch,Fitness Tracking,The watch is not accurately tracking the user fitness activities.,Escalated
20221397,Smartphone,Connectivity,The phone is experiencing frequent drops in cellular connectivity.,Resolved
27849157,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Unresolved
34085141,Gaming Console,Performance,The console is struggling to maintain a consistent frame rate.,Resolved
36028004,Smartwatch,Fitness Tracking,The user is dissatisfied with the watch ability to monitor their fitness.,Escalated
10883202,Laptop,Battery,The laptop battery is draining quickly even with light usage.,Escalated
69670003,Portable Speaker,Audio Quality,The speaker sound quality is not meeting the user expectations.,Escalated
68209389,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Escalated
44770770,Smartphone,Battery,The battery is not holding a charge for long enough.,Escalated
56316385,Wireless Headphones,Audio Quality,The audio quality is not meeting the user expectations.,Resolved
49053977,Smartphone,Camera,The camera is struggling to focus properly.,Escalated
93370024,Wireless Headphones,Controls,The headphones controls are not functioning as expected.,Resolved
37249124,Desktop Computer,RAM,The computer is experiencing frequent crashes and freezes due to insufficient RAM.,Escalated
52057132,Desktop Computer,Graphics,The computer graphics capabilities are not meeting the user expectations.,Resolved
73717156,Laptop,Battery,The laptop battery is draining quickly even with light usage.,Escalated
21759178,Smartphone,Performance,The phone is running slowly and freezing frequently.,Escalated
59007934,Wireless Earbuds,Battery Life,The earbuds battery life is short requiring frequent charging.,Escalated
33229413,Gaming Console,Controller,The controller buttons and joysticks feel unresponsive.,Escalated
67918803,Wireless Headphones,Connectivity,The headphones Bluetooth connectivity is unreliable.,Unresolved
11030178,Wireless Earbuds,Audio Quality,The audio quality of the earbuds is poor with frequent static and distortion.,Escalated
59360727,Desktop Computer,Graphics,The computer graphics performance is poor affecting gaming and multimedia.,Escalated
40669924,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Unresolved
45685518,Desktop Computer,Connectivity,The computer networking capabilities are not functioning as expected.,Escalated
37378978,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Unresolved
43242225,Wireless Earbuds,Battery Life,The earbuds battery life is short requiring frequent charging.,Escalated
19790672,Portable Speaker,Durability,The speaker is not as durable as expected compromising its usability.,Escalated
60026035,Gaming Console,Game Library,The user is disappointed by the lack of new game releases.,Resolved
32168075,Smartwatch,Fitness Tracking,The user is dissatisfied with the watch ability to monitor their fitness.,Resolved
66206360,Smartphone,Display,The display is not responsive to touch inputs.,Resolved
38143655,Laptop,Processor,The laptop processor is not keeping up with the user workload.,Escalated
93466927,Wireless Headphones,Audio Quality,The audio quality is not meeting the user expectations.,Escalated
21075733,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Escalated
13297350,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Resolved
94932839,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Escalated
45557286,Laptop,Processor,The laptop is struggling to run multiple applications simultaneously.,Unresolved
25471396,Smartwatch,Connectivity,The watch is experiencing frequent disconnection issues with the user device.,Unresolved
27306897,Smartphone,Performance,The phone performance is noticeably slower than when it was new.,Unresolved
51902995,Desktop Computer,Processor,The computer performance is sluggish especially with multitasking.,Escalated
71025147,Desktop Computer,Storage,The computer storage is full preventing the user from saving new files.,Unresolved
21052654,Wireless Earbuds,Audio Quality,The audio quality of the earbuds is poor with frequent static and distortion.,Escalated
93616991,Wireless Earbuds,Connectivity,The earbuds Bluetooth connectivity is unreliable causing disruptions.,Resolved
36082360,Smartphone,Camera,The camera is struggling to focus properly.,Unresolved
38527773,Smartwatch,Battery Life,The watch battery life is significantly shorter than advertised.,Unresolved
40768730,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Escalated
81933161,Gaming Console,Performance,The console is struggling to maintain a consistent frame rate.,Resolved
27709411,Smartphone,Display,The display is flickering and causing eye strain.,Unresolved
63677425,Desktop Computer,Storage,The computer storage is filling up quickly leaving little space for new data.,Escalated
64470890,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Resolved
11314320,Portable Speaker,Connectivity,The speaker Bluetooth connectivity is unreliable.,Resolved
97752417,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Unresolved
38810228,Desktop Computer,Graphics,The computer graphics capabilities are not meeting the user expectations.,Escalated
82913568,Smartphone,Camera,The camera is struggling to focus properly.,Unresolved
69936452,Smartwatch,Connectivity,The watch Bluetooth connectivity is unreliable causing connection problems.,Resolved
52717054,Laptop,Storage,The laptop storage is full preventing the user from saving new files.,Resolved
20610626,Laptop,RAM,The laptop is running out of memory causing programs to crash.,Escalated
83537964,Desktop Computer,RAM,The computer is experiencing frequent crashes and freezes due to insufficient RAM.,Resolved
13723106,Wireless Earbuds,Battery Life,The earbuds battery life is short requiring frequent charging.,Escalated
89446310,Laptop,RAM,The laptop RAM is maxed out leading to poor multitasking performance.,Resolved
27006747,Wireless Headphones,Connectivity,The headphones Bluetooth connectivity is unreliable.,Unresolved
28871540,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Resolved
64994297,Smartphone,Camera,The camera is not capturing clear photos.,Unresolved
47428901,Smartwatch,Fitness Tracking,The watch is not accurately tracking the user fitness activities.,Resolved
71542052,Smartphone,Performance,The phone is lagging and crashing when running multiple apps.,Escalated
18020892,Gaming Console,Controller,The controller is experiencing connectivity issues.,Resolved
69799245,Smartwatch,Smart Features,The user is unable to fully utilize the watch smart capabilities as expected.,Unresolved
41198765,Wireless Earbuds,Controls,The user is unable to effectively control the earbuds features due to issues with the controls.,Resolved
68316005,Desktop Computer,Connectivity,The computer networking capabilities are not functioning as expected.,Resolved
62004730,Gaming Console,Online Services,The user is dissatisfied with the quality of the online experience.,Unresolved
53208936,Portable Speaker,Durability,The speaker build quality is not up to par affecting its lifespan.,Escalated
90615370,Portable Speaker,Connectivity,The speaker is unable to connect to the user device.,Unresolved
28050788,Wireless Headphones,Controls,The headphones controls are difficult to use and navigate.,Resolved
51920705,Smartphone,Display,The display is flickering and causing eye strain.,Resolved
13777266,Wireless Earbuds,Connectivity,The earbuds keep disconnecting from the user device.,Escalated
92056896,Gaming Console,Performance,The console is experiencing frequent game crashes and slowdowns.,Resolved
74540908,Wireless Earbuds,Audio Quality,The earbuds are unable to provide the expected level of audio clarity and fidelity.,Unresolved
59361768,Smartphone,Display,The display is showing distorted colors.,Escalated
43263237,Laptop,Display,The laptop display is not delivering the expected visual quality.,Resolved
28593631,Smartphone,Performance,The phone is running slowly and freezing frequently.,Unresolved
33414874,Laptop,Processor,The laptop performance is sluggish especially with intensive tasks.,Unresolved
49097525,Wireless Earbuds,Connectivity,The earbuds Bluetooth connectivity is unreliable causing disruptions.,Resolved
72841668,Gaming Console,Performance,The console is experiencing frequent game crashes and slowdowns.,Unresolved
72884244,Desktop Computer,Storage,The computer storage is filling up quickly leaving little space for new data.,Resolved
21343499,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Resolved
65684642,Smartphone,Display,The display is flickering and causing eye strain.,Escalated
70670602,Portable Speaker,Audio Quality,The speaker is unable to deliver the desired audio experience.,Escalated
15933285,Wireless Earbuds,Audio Quality,The earbuds are unable to provide the expected level of audio clarity and fidelity.,Resolved
34595562,Gaming Console,Game Library,The user is disappointed by the lack of new game releases.,Resolved
35291301,Desktop Computer,Processor,The computer performance is sluggish especially with multitasking.,Escalated
29294768,Desktop Computer,Connectivity,The computer is unable to connect to the internet or peripheral devices.,Unresolved
88839110,Wireless Earbuds,Audio Quality,The earbuds are unable to provide the expected level of audio clarity and fidelity.,Resolved
17631795,Smartwatch,Connectivity,The watch is unable to connect to the user smartphone.,Escalated
47756024,Smartwatch,Smart Features,The user is unable to fully utilize the watch smart capabilities as expected.,Escalated
71630505,Smartwatch,Connectivity,The watch is unable to connect to the user smartphone.,Escalated
21961509,Portable Speaker,Battery Life,The speaker battery drains quickly even with minimal use.,Unresolved
28752342,Smartwatch,Connectivity,The watch is experiencing frequent disconnection issues with the user device.,Escalated
43723732,Wireless Headphones,Controls,The touch controls on the headphones are unresponsive.,Resolved
87570500,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Resolved
31609637,Portable Speaker,Battery Life,The speaker battery drains quickly even with minimal use.,Escalated
68277648,Desktop Computer,Processor,The computer is struggling to handle intensive tasks like video editing.,Resolved
77757080,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Resolved
68702093,Gaming Console,Controller,The controller is experiencing connectivity issues.,Escalated
94122428,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Unresolved
34973573,Smartphone,Connectivity,The phone is experiencing frequent drops in cellular connectivity.,Escalated
58923792,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Unresolved
76302614,Gaming Console,Controller,The controller is experiencing connectivity issues.,Escalated
20135078,Smartphone,Performance,The phone is running slowly and freezing frequently.,Resolved
32041254,Smartwatch,Connectivity,The watch is experiencing frequent disconnection issues with the user device.,Unresolved
88758619,Desktop Computer,Graphics,The computer graphics capabilities are not meeting the user expectations.,Resolved
20022960,Gaming Console,Controller,The controller is not registering inputs properly.,Escalated
94403391,Smartwatch,Connectivity,The watch is experiencing frequent disconnection issues with the user device.,Unresolved
27917177,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Unresolved
88486259,Wireless Headphones,Controls,The headphones controls are not functioning as expected.,Escalated
97920941,Desktop Computer,Connectivity,The computer is experiencing frequent connectivity issues with external devices.,Unresolved
39193565,Laptop,Display,The laptop display is not delivering the expected visual quality.,Escalated
76943783,Gaming Console,Performance,The console is experiencing frequent game crashes and slowdowns.,Resolved
95498448,Desktop Computer,RAM,The computer RAM is maxed out leading to poor overall performance.,Escalated
54320738,Portable Speaker,Durability,The speaker build quality is not up to par affecting its lifespan.,Escalated
69877965,Laptop,Storage,The laptop storage is filling up quickly leaving little space for new data.,Escalated
34228231,Laptop,Processor,The laptop performance is sluggish especially with intensive tasks.,Unresolved
67695426,Wireless Earbuds,Connectivity,The earbuds Bluetooth connectivity is unreliable causing disruptions.,Resolved
42775595,Desktop Computer,Connectivity,The computer networking capabilities are not functioning as expected.,Resolved
32589637,Portable Speaker,Durability,The speaker build quality is not up to par affecting its lifespan.,Resolved
75598246,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Resolved
52386923,Gaming Console,Controller,The controller is experiencing connectivity issues.,Unresolved
89056865,Smartphone,Display,The display is not responsive to touch inputs.,Escalated
47647503,Laptop,Battery,The laptop battery is not lasting as long as expected.,Resolved
98534583,Desktop Computer,RAM,The computer RAM is maxed out leading to poor overall performance.,Resolved
52194266,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Unresolved
82079201,Portable Speaker,Battery Life,The speaker battery is not lasting as long as expected.,Unresolved
57002672,Smartphone,Battery,The battery is not holding a charge for long enough.,Resolved
41659925,Gaming Console,Controller,The controller is experiencing connectivity issues.,Escalated
79596439,Smartphone,Connectivity,The phone is having trouble maintaining a stable internet connection.,Unresolved
93712474,Smartwatch,Connectivity,The watch is unable to connect to the user smartphone.,Unresolved
76775992,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Resolved
57027527,Smartphone,Display,The display is not responsive to touch inputs.,Unresolved
25799233,Smartphone,Battery,The battery life is significantly shorter than expected.,Unresolved
87815885,Wireless Headphones,Controls,The headphones controls are not functioning as expected.,Escalated
70466453,Laptop,Battery,The laptop battery is not lasting as long as expected.,Resolved
11782616,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Resolved
39425211,Portable Speaker,Audio Quality,The speaker sound quality is not meeting the user expectations.,Resolved
22667689,Portable Speaker,Durability,The speaker is not as durable as expected compromising its usability.,Unresolved
77703975,Portable Speaker,Audio Quality,The speaker is unable to deliver the desired audio experience.,Unresolved
26994462,Desktop Computer,Connectivity,The computer networking capabilities are not functioning as expected.,Escalated
67539389,Wireless Headphones,Controls,The touch controls on the headphones are unresponsive.,Resolved
23091663,Smartwatch,Connectivity,The watch Bluetooth connectivity is unreliable causing connection problems.,Escalated
42168916,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Unresolved
81417332,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Escalated
30909544,Smartwatch,Connectivity,The watch Bluetooth connectivity is unreliable causing connection problems.,Unresolved
72999463,Smartphone,Battery,The battery life is significantly shorter than expected.,Unresolved
50824104,Wireless Headphones,Connectivity,The headphones Bluetooth connectivity is unreliable.,Resolved
17969098,Desktop Computer,Connectivity,The computer is unable to connect to the internet or peripheral devices.,Resolved
47463074,Desktop Computer,RAM,The computer RAM is maxed out leading to poor overall performance.,Unresolved
87219356,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Resolved
12401354,Smartwatch,Connectivity,The watch is unable to connect to the user smartphone.,Unresolved
45477290,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Escalated
46102183,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Unresolved
93738031,Gaming Console,Performance,The console is struggling to maintain a consistent frame rate.,Resolved
78841402,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Escalated
28223847,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Escalated
93674967,Wireless Headphones,Battery Life,The headphones run out of battery too quickly.,Resolved
10158246,Wireless Earbuds,Battery Life,The earbuds battery drains quickly even with moderate use.,Escalated
11241844,Wireless Earbuds,Audio Quality,The audio quality of the earbuds is poor with frequent static and distortion.,Escalated
71245693,Gaming Console,Performance,The console is experiencing frequent game crashes and slowdowns.,Resolved
76695444,Portable Speaker,Audio Quality,The speaker is unable to deliver the desired audio experience.,Escalated
91132408,Wireless Earbuds,Battery Life,The earbuds battery life is significantly shorter than advertised.,Resolved
34711843,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Resolved
90339754,Desktop Computer,Connectivity,The computer networking capabilities are not functioning as expected.,Unresolved
11098421,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Resolved
77622632,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Resolved
45321722,Portable Speaker,Battery Life,The speaker battery is not lasting as long as expected.,Unresolved
76975638,Wireless Headphones,Audio Quality,The audio quality is not meeting the user expectations.,Unresolved
36935241,Smartwatch,Smart Features,The watch smart features such as notifications are not working properly.,Resolved
33754419,Smartwatch,Connectivity,The watch Bluetooth connectivity is unreliable causing connection problems.,Unresolved
79289055,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Escalated
14266369,Wireless Headphones,Controls,The headphones controls are difficult to use and navigate.,Escalated
40137218,Wireless Earbuds,Audio Quality,The audio quality of the earbuds is poor with frequent static and distortion.,Unresolved
58402768,Laptop,Display,The laptop display is not delivering the expected visual quality.,Escalated
38723999,Smartphone,Connectivity,The phone is unable to connect to the wifi network.,Unresolved
20534308,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Unresolved
96787474,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Escalated
70254148,Smartwatch,Battery Life,The watch battery is not lasting as long as expected between charges.,Escalated
43326885,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Escalated
74863165,Wireless Earbuds,Controls,The user is unable to effectively control the earbuds features due to issues with the controls.,Resolved
16835246,Smartphone,Camera,The camera is not capturing clear photos.,Unresolved
15249457,Laptop,Processor,The laptop processor is not keeping up with the user workload.,Unresolved
83305941,Desktop Computer,Storage,The computer storage is full preventing the user from saving new files.,Resolved
79750037,Laptop,RAM,The laptop is running out of memory causing programs to crash.,Escalated
17550746,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Unresolved
93340780,Smartphone,Performance,The phone is lagging and crashing when running multiple apps.,Resolved
21270611,Smartphone,Display,The display is flickering and causing eye strain.,Escalated
73741010,Wireless Headphones,Audio Quality,The audio quality is muffled and lacks clarity.,Escalated
63865993,Laptop,Storage,The laptop storage is filling up quickly leaving little space for new data.,Resolved
68136803,Desktop Computer,Connectivity,The computer is experiencing frequent connectivity issues with external devices.,Unresolved
12739527,Laptop,Processor,The laptop processor is not keeping up with the user workload.,Unresolved
47302614,Gaming Console,Game Library,The game library is limited and the user wants more game options.,Unresolved
25906501,Portable Speaker,Durability,The speaker is not as durable as expected compromising its usability.,Resolved
76036217,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Escalated
83031321,Smartphone,Camera,The camera is not capturing clear photos.,Unresolved
94585331,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Escalated
36820182,Desktop Computer,Processor,The computer performance is sluggish especially with multitasking.,Resolved
25516145,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Resolved
41761411,Gaming Console,Performance,The console is experiencing frequent game crashes and slowdowns.,Unresolved
95199735,Laptop,Processor,The laptop is struggling to run multiple applications simultaneously.,Escalated
87694266,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Unresolved
44184588,Wireless Earbuds,Battery Life,The earbuds battery life is short requiring frequent charging.,Escalated
23637771,Smartphone,Camera,The camera is producing blurry and grainy images.,Escalated
29279927,Smartwatch,Fitness Tracking,The user is dissatisfied with the watch ability to monitor their fitness.,Escalated
72175987,Desktop Computer,Processor,The computer is struggling to handle intensive tasks like video editing.,Unresolved
24670726,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Resolved
39297609,Portable Speaker,Connectivity,The speaker Bluetooth connectivity is unreliable.,Resolved
97760748,Wireless Earbuds,Controls,The earbuds controls are not functioning as expected frustrating the user.,Unresolved
90743917,Portable Speaker,Battery Life,The speaker battery drains quickly even with minimal use.,Resolved
38857276,Smartwatch,Battery Life,The watch battery life is significantly shorter than advertised.,Unresolved
98902307,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Escalated
15230931,Wireless Headphones,Controls,The headphones controls are difficult to use and navigate.,Escalated
38126745,Smartwatch,Connectivity,The watch is experiencing frequent disconnection issues with the user device.,Unresolved
81234170,Laptop,Battery,The laptop battery is draining quickly even with light usage.,Unresolved
45436842,Smartphone,Display,The display is not responsive to touch inputs.,Unresolved
17390033,Laptop,Processor,The laptop performance is sluggish especially with intensive tasks.,Escalated
96979839,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Unresolved
86023851,Portable Speaker,Battery Life,The speaker battery drains quickly even with minimal use.,Resolved
24703842,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Escalated
51088626,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Escalated
52734835,Gaming Console,Performance,The console performance is noticeably inferior to the latest models.,Unresolved
38976687,Smartwatch,Battery Life,The watch battery life is significantly shorter than advertised.,Resolved
62676115,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Unresolved
81007744,Desktop Computer,Storage,The computer storage is full preventing the user from saving new files.,Escalated
42685644,Wireless Earbuds,Audio Quality,The audio quality of the earbuds is poor with frequent static and distortion.,Resolved
56068556,Smartphone,Connectivity,The phone is having trouble maintaining a stable internet connection.,Unresolved
19428981,Smartphone,Camera,The camera is producing blurry and grainy images.,Unresolved
55695159,Laptop,Battery,The laptop battery is draining quickly even with light usage.,Escalated
94672930,Desktop Computer,Graphics,The computer graphics capabilities are not meeting the user expectations.,Resolved
46119484,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Unresolved
11784747,Portable Speaker,Audio Quality,The speaker is unable to deliver the desired audio experience.,Unresolved
30988182,Desktop Computer,Processor,The computer is struggling to handle intensive tasks like video editing.,Escalated
80978462,Wireless Earbuds,Audio Quality,The earbuds are unable to provide the expected level of audio clarity and fidelity.,Escalated
44669893,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Escalated
96325313,Wireless Earbuds,Battery Life,The earbuds battery drains quickly even with moderate use.,Resolved
65354026,Smartphone,Performance,The phone is running slowly and freezing frequently.,Escalated
89626587,Desktop Computer,Processor,The computer performance is sluggish especially with multitasking.,Unresolved
88005851,Desktop Computer,Connectivity,The computer is unable to connect to the internet or peripheral devices.,Resolved
28131262,Desktop Computer,RAM,The computer is experiencing frequent crashes and freezes due to insufficient RAM.,Unresolved
42416291,Gaming Console,Online Services,The online multiplayer services are unreliable and laggy.,Unresolved
10937929,Desktop Computer,Graphics,The computer graphics capabilities are not meeting the user expectations.,Resolved
25553602,Gaming Console,Controller,The controller is not registering inputs properly.,Unresolved
77354253,Desktop Computer,Storage,The computer storage is full preventing the user from saving new files.,Escalated
67894255,Desktop Computer,Connectivity,The computer is experiencing frequent connectivity issues with external devices.,Escalated
89815021,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Resolved
68752743,Desktop Computer,Connectivity,The computer networking capabilities are not functioning as expected.,Unresolved
20992087,Smartwatch,Fitness Tracking,The watch is not accurately tracking the user fitness activities.,Resolved
44176810,Laptop,Display,The laptop display is not delivering the expected visual quality.,Escalated
59474268,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Unresolved
85513607,Laptop,Battery,The laptop battery is not lasting as long as expected.,Resolved
95502570,Portable Speaker,Connectivity,The speaker is unable to connect to the user device.,Resolved
46227304,Laptop,Battery,The laptop battery is draining quickly even with light usage.,Escalated
86498368,Gaming Console,Controller,The controller is not registering inputs properly.,Resolved
22056410,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Resolved
50741044,Smartphone,Connectivity,The phone is experiencing frequent drops in cellular connectivity.,Resolved
98336897,Gaming Console,Performance,The console is experiencing frequent game crashes and slowdowns.,Unresolved
93270795,Desktop Computer,RAM,The computer RAM is maxed out leading to poor overall performance.,Unresolved
29548593,Smartphone,Display,The display is not responsive to touch inputs.,Escalated
60231593,Gaming Console,Performance,The console performance is noticeably inferior to the latest models.,Unresolved
36850046,Smartwatch,Fitness Tracking,The watch is not accurately tracking the user fitness activities.,Resolved
52381723,Desktop Computer,RAM,The computer RAM is maxed out leading to poor overall performance.,Unresolved
87028075,Portable Speaker,Battery Life,The speaker battery is not lasting as long as expected.,Escalated
85143416,Desktop Computer,Storage,The computer storage is filling up quickly leaving little space for new data.,Unresolved
25166466,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Unresolved
62552388,Smartphone,Performance,The phone performance is noticeably slower than when it was new.,Unresolved
18530227,Laptop,Battery,The laptop battery is draining quickly even with light usage.,Escalated
37421798,Desktop Computer,RAM,The computer RAM is maxed out leading to poor overall performance.,Resolved
36240657,Desktop Computer,RAM,The computer is running out of memory causing programs to freeze.,Escalated
48085019,Wireless Earbuds,Connectivity,The earbuds Bluetooth connectivity is unreliable causing disruptions.,Resolved
57030872,Smartwatch,Fitness Tracking,The watch fitness tracking features are not providing reliable data.,Escalated
53575536,Gaming Console,Controller,The controller buttons and joysticks feel unresponsive.,Unresolved
17099880,Wireless Earbuds,Audio Quality,The earbuds are unable to provide the expected level of audio clarity and fidelity.,Unresolved
22729449,Smartphone,Connectivity,The phone is experiencing frequent drops in cellular connectivity.,Resolved
29878659,Gaming Console,Controller,The controller buttons and joysticks feel unresponsive.,Escalated
62410650,Smartphone,Display,The display is not responsive to touch inputs.,Unresolved
91785574,Laptop,Display,The laptop display is not delivering the expected visual quality.,Unresolved
91268885,Smartphone,Battery,The battery is not holding a charge for long enough.,Resolved
96847947,Desktop Computer,Processor,The computer processor is not keeping up with the user workload.,Unresolved
40676818,Smartphone,Camera,The camera is producing blurry and grainy images.,Resolved
68052052,Portable Speaker,Battery Life,The speaker battery drains quickly even with minimal use.,Resolved
86877395,Portable Speaker,Audio Quality,The speaker is unable to deliver the desired audio experience.,Unresolved
77242629,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Resolved
77317220,Desktop Computer,Processor,The computer processor is not keeping up with the user workload.,Resolved
57180288,Gaming Console,Game Library,The game library is limited and the user wants more game options.,Escalated
45470772,Portable Speaker,Connectivity,The speaker is unable to connect to the user device.,Resolved
30796661,Gaming Console,Controller,The controller is experiencing connectivity issues.,Escalated
29137384,Desktop Computer,Processor,The computer performance is sluggish especially with multitasking.,Resolved
38111825,Laptop,Display,The laptop display is flickering and causing eye strain.,Escalated
85358234,Wireless Earbuds,Controls,The earbuds controls are not functioning as expected frustrating the user.,Unresolved
43270795,Gaming Console,Controller,The controller is experiencing connectivity issues.,Unresolved
94349514,Wireless Earbuds,Battery Life,The earbuds battery drains quickly even with moderate use.,Resolved
66351209,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Unresolved
64304569,Laptop,Storage,The laptop storage is filling up quickly leaving little space for new data.,Unresolved
47917719,Wireless Earbuds,Battery Life,The earbuds battery life is short requiring frequent charging.,Resolved
64118575,Laptop,RAM,The laptop RAM is maxed out leading to poor multitasking performance.,Escalated
92972818,Smartphone,Performance,The phone is running slowly and freezing frequently.,Unresolved
90899239,Smartphone,Display,The display is showing distorted colors.,Escalated
40075664,Portable Speaker,Connectivity,The speaker Bluetooth connectivity is unreliable.,Escalated
84166843,Laptop,Battery,The laptop battery life is significantly shorter than advertised.,Unresolved
61529536,Smartwatch,Fitness Tracking,The watch is not accurately tracking the user fitness activities.,Escalated
76421878,Wireless Headphones,Audio Quality,The audio quality is not meeting the user expectations.,Resolved
70727605,Wireless Headphones,Controls,The headphones controls are not functioning as expected.,Resolved
85327377,Laptop,Processor,The laptop performance is sluggish especially with intensive tasks.,Resolved
91037605,Gaming Console,Performance,The console is struggling to maintain a consistent frame rate.,Unresolved
65668882,Smartphone,Camera,The camera is struggling to focus properly.,Resolved
85527125,Desktop Computer,Processor,The computer performance is sluggish especially with multitasking.,Escalated
30564304,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Unresolved
33188101,Portable Speaker,Connectivity,The speaker Bluetooth connectivity is unreliable.,Resolved
43934868,Wireless Earbuds,Battery Life,The earbuds battery life is short requiring frequent charging.,Resolved
10514950,Portable Speaker,Audio Quality,The speaker is producing distorted and muffled audio.,Resolved
33248793,Smartwatch,Smart Features,The user is unable to fully utilize the watch smart capabilities as expected.,Escalated
20578262,Smartwatch,Fitness Tracking,The user is dissatisfied with the watch ability to monitor their fitness.,Escalated
19947532,Gaming Console,Performance,The console is experiencing frequent game crashes and slowdowns.,Unresolved
72329620,Portable Speaker,Audio Quality,The speaker sound quality is not meeting the user expectations.,Unresolved
43854483,Wireless Earbuds,Connectivity,The earbuds Bluetooth connectivity is unreliable causing disruptions.,Resolved
87235241,Wireless Earbuds,Controls,The user is unable to effectively control the earbuds features due to issues with the controls.,Escalated
70946331,Laptop,Processor,The laptop performance is sluggish especially with intensive tasks.,Resolved
13679793,Smartwatch,Smart Features,The user is unable to fully utilize the watch smart capabilities as expected.,Resolved
95602918,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Unresolved
45586772,Laptop,Storage,The laptop storage is full preventing the user from saving new files.,Unresolved
34284836,Desktop Computer,Storage,The computer storage is full preventing the user from saving new files.,Unresolved
67197294,Desktop Computer,Graphics,The computer graphics performance is poor affecting gaming and multimedia.,Escalated
75621693,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Unresolved
34117755,Gaming Console,Controller,The controller buttons and joysticks feel unresponsive.,Unresolved
10158602,Wireless Earbuds,Controls,The user is unable to effectively control the earbuds features due to issues with the controls.,Unresolved
44014673,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Escalated
